sentence_orig,sentence,label,label_source,has_signoff
Analysis needs to be due on in 48 hours.,analysis needs to be due on in 48 hours,deadline,synthetic,0
Due 6pm: assignment.,due 6pm: assignment,deadline,synthetic,0
create meeting notes before in 120 hours,create meeting notes before in 120 hours,deadline,synthetic,0
expense report due in 6 months at noon,expense report due in 6 months at noon,deadline,synthetic,0
Ensure the minutes is deadline 8pm.,ensure the minutes is deadline 8pm,deadline,synthetic,0
ETA: design doc no later than May 28.,eta: design doc no later than may 28,deadline,synthetic,0
• evaluation - due next Friday,evaluation - due next friday,deadline,synthetic,0
"Don't forget to prepare the code fix expected by April 18, 2026.","don't forget to prepare the code fix expected by april 18, 2026",deadline,synthetic,0
Minutes — due on Thursday at 11am.,minutes — due on thursday at 11am,deadline,synthetic,0
"Pls return the dataset required by March 2 at 9am, asap.","pls return the dataset required by march 2 at 9am, asap",deadline,synthetic,0
compile article by September 11.,compile article by september 11,deadline,synthetic,0
Turn in the report expected by this Tuesday.,turn in the report expected by this tuesday,deadline,synthetic,0
Is the timesheet due this Thursday?,is the timesheet due this thursday,deadline,synthetic,0
Turn in the expense report in this Sunday.,turn in the expense report in this sunday,deadline,synthetic,0
"make release notes by May 17, 2026.","make release notes by may 17, 2026",deadline,synthetic,0
Share the test plan within Thursday.,share the test plan within thursday,deadline,synthetic,0
Don't forget to complete the code fix no later than this Sunday.,don't forget to complete the code fix no later than this sunday,deadline,synthetic,0
Submit the assignment no later than this Friday.,submit the assignment no later than this friday,deadline,synthetic,0
analysis by next Wednesday,analysis by next wednesday,deadline,synthetic,0
Summary memo should be due next Tuesday at 5pm.,summary memo should be due next tuesday at 5pm,deadline,synthetic,0
Compile the proposal — no later than in 7 days.,compile the proposal — no later than in 7 days,deadline,synthetic,0
due: draft noon at 6pm,due: draft noon at 6pm,deadline,synthetic,0
Submit the draft no later than next Friday.,submit the draft no later than next friday,deadline,synthetic,0
Due in 12 hours: draft.,due in 12 hours: draft,deadline,synthetic,0
finish the meeting notes — until in 14 days.,finish the meeting notes — until in 14 days,deadline,synthetic,0
Can you send the expense report due by 8pm?,can you send the expense report due by 8pm,deadline,synthetic,0
Article needs to be due by July 13. - Ruthik,article needs to be due by july 13. - ruthik,deadline,synthetic,0
Finish the proposal due on 11am.,finish the proposal due on 11am,deadline,synthetic,0
create test plan before 10am,create test plan before 10am,deadline,synthetic,0
"engineering: Email the proposal until March 11, 2026.","engineering: email the proposal until march 11, 2026",deadline,synthetic,0
eta: design doc due on in 2 weeks.,eta: design doc due on in 2 weeks,deadline,synthetic,0
• report - due Tuesday at noon,report - due tuesday at noon,deadline,synthetic,0
Resolve the application until Friday at 8pm.,resolve the application until friday at 8pm,deadline,synthetic,0
- summary memo - due February 5.,summary memo - due february 5,deadline,synthetic,0
schedule due April 1,schedule due april 1,deadline,synthetic,0
HR: Produce the release notes no later than one hour tops.,hr: produce the release notes no later than one hour tops,deadline,synthetic,0
is the summary due in 4 hours?,is the summary due in 4 hours,deadline,synthetic,0
Can you submit the contract due by October 21 at 3pm?,can you submit the contract due by october 21 at 3pm,deadline,synthetic,0
"Needs to be by September 23, 2026 at 1pm: code fix.","needs to be by september 23, 2026 at 1pm: code fix",deadline,synthetic,0
Share the project plan before next Sunday.,share the project plan before next sunday,deadline,synthetic,0
dataset due november 27,dataset due november 27,deadline,synthetic,0
do timesheet by Friday at 8pm,do timesheet by friday at 8pm,deadline,synthetic,0
"Don't forget to hand in the research notes deadline next Monday, so we can proceed.","don't forget to hand in the research notes deadline next monday, so we can proceed",deadline,synthetic,0
expected by: schedule in 3 days.,expected by: schedule in 3 days,deadline,synthetic,0
Dataset expected by March 3.,dataset expected by march 3,deadline,synthetic,0
Budget — implement in May 17.,budget — implement in may 17,deadline,synthetic,0
Please provide the evaluation in next Saturday.,please provide the evaluation in next saturday,deadline,synthetic,0
Reminder: research notes no later than in 4 days at 4pm.,reminder: research notes no later than in 4 days at 4pm,deadline,synthetic,0
documentation by Saturday at 11:59pm,documentation by saturday at 11:59pm,deadline,synthetic,0
Due in 3 days: summary memo.,due in 3 days: summary memo,deadline,synthetic,0
Provide the presentation within Thursday.,provide the presentation within thursday,deadline,synthetic,0
make design doc by this saturday,make design doc by this saturday,deadline,synthetic,0
Please finalize the draft deadline for 1pm.,please finalize the draft deadline for 1pm,deadline,synthetic,0
Target: slides until Saturday at 3pm.,target: slides until saturday at 3pm,deadline,synthetic,0
Can we have the minutes deadline for this Monday?,can we have the minutes deadline for this monday,deadline,synthetic,0
Proposal should be due Saturday at 7pm.,proposal should be due saturday at 7pm,deadline,synthetic,0
create meeting notes before Wednesday at 8pm,create meeting notes before wednesday at 8pm,deadline,synthetic,0
• Email the release notes deadline for this Monday at 9am,email the release notes deadline for this monday at 9am,deadline,synthetic,0
• Compile the expense report deadline for January 19,compile the expense report deadline for january 19,deadline,synthetic,0
"Please finish the article due on February 23, to meet the deadline.","please finish the article due on february 23, to meet the deadline",deadline,synthetic,0
• draft - due 4pm,draft - due 4pm,deadline,synthetic,0
- Return the article on or before next second,return the article on or before next second,deadline,synthetic,0
Resolve the test plan due on May 24.,resolve the test plan due on may 24,deadline,synthetic,0
Turn in article due on this Tuesday.,turn in article due on this tuesday,deadline,synthetic,0
Target: presentation due on November 9.,target: presentation due on november 9,deadline,synthetic,0
Don't forget to complete the test plan until Tuesday.,don't forget to complete the test plan until tuesday,deadline,synthetic,0
"Needs to be due on February 20, 2026: proposal.","needs to be due on february 20, 2026: proposal",deadline,synthetic,0
ETA: assignment due by in 4 weeks.,eta: assignment due by in 4 weeks,deadline,synthetic,0
Finalize design doc within Sunday.,finalize design doc within sunday,deadline,synthetic,0
"post application by in 90 days, asap.","post application by in 90 days, asap",deadline,synthetic,0
When is the minutes due? (Preferably this Friday) if possible. Thanks!,when is the minutes due? (preferably this friday) if possible,deadline,synthetic,1
resolve release notes by 7pm.,resolve release notes by 7pm,deadline,synthetic,0
• Produce the documentation required by January 15 by 5pm,produce the documentation required by january 15 by 5pm,deadline,synthetic,0
finish schedule by August 10,finish schedule by august 10,deadline,synthetic,0
Please finish the project plan until June 28 at 5pm.,please finish the project plan until june 28 at 5pm,deadline,synthetic,0
Submit the release notes in 11:59pm.,submit the release notes in 11:59pm,deadline,synthetic,0
"Do try to post the project plan no later than September 28, thanks.",do try to post the project plan no later than september 28,deadline,synthetic,1
"make contract by June 15, 2026 thanks.","make contract by june 15, 2026",deadline,synthetic,1
Send the expense report due 7pm.,send the expense report due 7pm,deadline,synthetic,0
Target: application expected by May 15.,target: application expected by may 15,deadline,synthetic,0
prepare summary by March 7.,prepare summary by march 7,deadline,synthetic,0
Documentation - due next Thursday.,documentation - due next thursday,deadline,synthetic,0
report by March 21 by 9am,report by march 21 by 9am,deadline,synthetic,0
do release notes by Monday,do release notes by monday,deadline,synthetic,0
Minutes — before Thursday at 4pm.,minutes — before thursday at 4pm,deadline,synthetic,0
Needs to be due by in 1 hour: summary memo.,needs to be due by in 1 hour: summary memo,deadline,synthetic,0
finish schedule by Saturday at 7pm.,finish schedule by saturday at 7pm,deadline,synthetic,0
"do meeting notes by February 16, 2026","do meeting notes by february 16, 2026",deadline,synthetic,0
Please return the expense report in next Wednesday.,please return the expense report in next wednesday,deadline,synthetic,0
Can we have the release notes due by Sunday at 8pm?,can we have the release notes due by sunday at 8pm,deadline,synthetic,0
Can we have the assignment on or before in 180 days at 2pm?,can we have the assignment on or before in 180 days at 2pm,deadline,synthetic,0
Email slides — due in 1 second,email slides — due in 1 second,deadline,synthetic,0
- Upload the draft due by 11:59pm,upload the draft due by 11:59pm,deadline,synthetic,0
release notes by next Tuesday,release notes by next tuesday,deadline,synthetic,0
Needs to be deadline for Friday at 4pm: dataset.,needs to be deadline for friday at 4pm: dataset,deadline,synthetic,0
Please turn in the project plan in in 120 hours.,please turn in the project plan in in 120 hours,deadline,synthetic,0
• Send the summary due by in 10 seconds for the review.,send the summary due by in 10 seconds for the review,deadline,synthetic,0
Prepare the contract — due on 6pm.,prepare the contract — due on 6pm,deadline,synthetic,0
meeting notes by next Monday,meeting notes by next monday,deadline,synthetic,0
* Complete the assignment before July 24,complete the assignment before july 24,deadline,synthetic,0
Timesheet until next Friday.,timesheet until next friday,deadline,synthetic,0
Can we have the proposal due by Wednesday?,can we have the proposal due by wednesday,deadline,synthetic,0
